"Mod name","Registry name","Item ID","Meta/dmg","Display name","Recipe name","Ore Dict keys"
"Electroblob's Wizardry","ebwizardry:novice_lightning_wand",5030,0,"§3Wand of Sparks","ebwizardry:wand_lightning",""
"Electroblob's Wizardry","ebwizardry:novice_lightning_wand",5030,32767,"§3Wand of Sparks","ebwizardry:recipes/large_flask_novice_lightning_wand",""
"Electroblob's Wizardry","ebwizardry:novice_lightning_wand",5030,32767,"§3Wand of Sparks","ebwizardry:recipes/medium_flask_novice_lightning_wand",""
"Electroblob's Wizardry","ebwizardry:novice_lightning_wand",5030,32767,"§3Wand of Sparks","ebwizardry:recipes/small_flask_novice_lightning_wand",""
"Electroblob's Wizardry","ebwizardry:novice_necromancy_wand",5034,0,"§5Wand of Shadows","ebwizardry:wand_necromancy",""
"Electroblob's Wizardry","ebwizardry:novice_necromancy_wand",5034,32767,"§5Wand of Shadows","ebwizardry:recipes/large_flask_novice_necromancy_wand",""
"Electroblob's Wizardry","ebwizardry:novice_necromancy_wand",5034,32767,"§5Wand of Shadows","ebwizardry:recipes/medium_flask_novice_necromancy_wand",""
"Electroblob's Wizardry","ebwizardry:novice_necromancy_wand",5034,32767,"§5Wand of Shadows","ebwizardry:recipes/small_flask_novice_necromancy_wand",""
"Electroblob's Wizardry","ebwizardry:novice_sorcery_wand",5042,0,"§aWand of Mystery","ebwizardry:wand_sorcery",""
"Electroblob's Wizardry","ebwizardry:novice_sorcery_wand",5042,32767,"§aWand of Mystery","ebwizardry:recipes/large_flask_novice_sorcery_wand",""
"Electroblob's Wizardry","ebwizardry:novice_sorcery_wand",5042,32767,"§aWand of Mystery","ebwizardry:recipes/medium_flask_novice_sorcery_wand",""
"Electroblob's Wizardry","ebwizardry:novice_sorcery_wand",5042,32767,"§aWand of Mystery","ebwizardry:recipes/small_flask_novice_sorcery_wand",""
"Electroblob's Wizardry","ebwizardry:oak_bookshelf",4996,0,"Oak Bookshelf","ebwizardry:oak_bookshelf",""
"Electroblob's Wizardry","ebwizardry:oak_lectern",5002,0,"Oak Lectern","ebwizardry:oak_lectern",""
"Electroblob's Wizardry","ebwizardry:poison_bomb",5076,0,"Poison Bomb","ebwizardry:poison_bomb",""
"Electroblob's Wizardry","ebwizardry:receptacle",5008,0,"Receptacle","ebwizardry:receptacle",""
"Electroblob's Wizardry","ebwizardry:runestone",4993,1,"Runestone","ebwizardry:runestone_fire",""
"Electroblob's Wizardry","ebwizardry:runestone",4993,2,"Runestone","ebwizardry:runestone_ice",""
"Electroblob's Wizardry","ebwizardry:runestone",4993,3,"Runestone","ebwizardry:runestone_lightning",""
"Electroblob's Wizardry","ebwizardry:runestone",4993,4,"Runestone","ebwizardry:runestone_necromancy",""
"Electroblob's Wizardry","ebwizardry:runestone",4993,5,"Runestone","ebwizardry:runestone_earth",""
"Electroblob's Wizardry","ebwizardry:runestone",4993,6,"Runestone","ebwizardry:runestone_sorcery",""
"Electroblob's Wizardry","ebwizardry:runestone",4993,7,"Runestone","ebwizardry:runestone_healing",""
"Electroblob's Wizardry","ebwizardry:runestone_pedestal",4994,1,"Runestone Pedestal","ebwizardry:runestone_pedestal_fire",""
"Electroblob's Wizardry","ebwizardry:runestone_pedestal",4994,2,"Runestone Pedestal","ebwizardry:runestone_pedestal_ice",""
"Electroblob's Wizardry","ebwizardry:runestone_pedestal",4994,3,"Runestone Pedestal","ebwizardry:runestone_pedestal_lightning",""
"Electroblob's Wizardry","ebwizardry:runestone_pedestal",4994,4,"Runestone Pedestal","ebwizardry:runestone_pedestal_necromancy",""
"Electroblob's Wizardry","ebwizardry:runestone_pedestal",4994,5,"Runestone Pedestal","ebwizardry:runestone_pedestal_earth",""
"Electroblob's Wizardry","ebwizardry:runestone_pedestal",4994,6,"Runestone Pedestal","ebwizardry:runestone_pedestal_sorcery",""
"Electroblob's Wizardry","ebwizardry:runestone_pedestal",4994,7,"Runestone Pedestal","ebwizardry:runestone_pedestal_healing",""
"Electroblob's Wizardry","ebwizardry:sage_boots",5115,32767,"Sage Boots","ebwizardry:recipes/large_flask_sage_boots",""
"Electroblob's Wizardry","ebwizardry:sage_boots",5115,32767,"Sage Boots","ebwizardry:recipes/medium_flask_sage_boots",""
"Electroblob's Wizardry","ebwizardry:sage_boots",5115,32767,"Sage Boots","ebwizardry:recipes/small_flask_sage_boots",""
"Electroblob's Wizardry","ebwizardry:sage_boots_earth",5135,32767,"§2Earth Sage Boots","ebwizardry:recipes/large_flask_sage_boots_earth",""
"Electroblob's Wizardry","ebwizardry:sage_boots_earth",5135,32767,"§2Earth Sage Boots","ebwizardry:recipes/medium_flask_sage_boots_earth",""
"Electroblob's Wizardry","ebwizardry:sage_boots_earth",5135,32767,"§2Earth Sage Boots","ebwizardry:recipes/small_flask_sage_boots_earth",""
"Electroblob's Wizardry","ebwizardry:sage_boots_fire",5119,32767,"§4Pyromancer Sage Boots","ebwizardry:recipes/large_flask_sage_boots_fire",""
"Electroblob's Wizardry","ebwizardry:sage_boots_fire",5119,32767,"§4Pyromancer Sage Boots","ebwizardry:recipes/medium_flask_sage_boots_fire",""
"Electroblob's Wizardry","ebwizardry:sage_boots_fire",5119,32767,"§4Pyromancer Sage Boots","ebwizardry:recipes/small_flask_sage_boots_fire",""
"Electroblob's Wizardry","ebwizardry:sage_boots_healing",5143,32767,"§eHealer Sage Boots","ebwizardry:recipes/large_flask_sage_boots_healing",""
"Electroblob's Wizardry","ebwizardry:sage_boots_healing",5143,32767,"§eHealer Sage Boots","ebwizardry:recipes/medium_flask_sage_boots_healing",""
"Electroblob's Wizardry","ebwizardry:sage_boots_healing",5143,32767,"§eHealer Sage Boots","ebwizardry:recipes/small_flask_sage_boots_healing",""
"Electroblob's Wizardry","ebwizardry:sage_boots_ice",5123,32767,"§bIce Sage Boots","ebwizardry:recipes/large_flask_sage_boots_ice",""
"Electroblob's Wizardry","ebwizardry:sage_boots_ice",5123,32767,"§bIce Sage Boots","ebwizardry:recipes/medium_flask_sage_boots_ice",""
"Electroblob's Wizardry","ebwizardry:sage_boots_ice",5123,32767,"§bIce Sage Boots","ebwizardry:recipes/small_flask_sage_boots_ice",""
"Electroblob's Wizardry","ebwizardry:sage_boots_lightning",5127,32767,"§3Storm Sage Boots","ebwizardry:recipes/large_flask_sage_boots_lightning",""
"Electroblob's Wizardry","ebwizardry:sage_boots_lightning",5127,32767,"§3Storm Sage Boots","ebwizardry:recipes/medium_flask_sage_boots_lightning",""
"Electroblob's Wizardry","ebwizardry:sage_boots_lightning",5127,32767,"§3Storm Sage Boots","ebwizardry:recipes/small_flask_sage_boots_lightning",""
"Electroblob's Wizardry","ebwizardry:sage_boots_necromancy",5131,32767,"§5Necromancer Sage Boots","ebwizardry:recipes/large_flask_sage_boots_necromancy",""
"Electroblob's Wizardry","ebwizardry:sage_boots_necromancy",5131,32767,"§5Necromancer Sage Boots","ebwizardry:recipes/medium_flask_sage_boots_necromancy",""
"Electroblob's Wizardry","ebwizardry:sage_boots_necromancy",5131,32767,"§5Necromancer Sage Boots","ebwizardry:recipes/small_flask_sage_boots_necromancy",""
"Electroblob's Wizardry","ebwizardry:sage_boots_sorcery",5139,32767,"§aSorcerer Sage Boots","ebwizardry:recipes/large_flask_sage_boots_sorcery",""
"Electroblob's Wizardry","ebwizardry:sage_boots_sorcery",5139,32767,"§aSorcerer Sage Boots","ebwizardry:recipes/medium_flask_sage_boots_sorcery",""
"Electroblob's Wizardry","ebwizardry:sage_boots_sorcery",5139,32767,"§aSorcerer Sage Boots","ebwizardry:recipes/small_flask_sage_boots_sorcery",""
"Electroblob's Wizardry","ebwizardry:sage_hat",5112,32767,"Sage Hat","ebwizardry:recipes/large_flask_sage_hat",""
"Electroblob's Wizardry","ebwizardry:sage_hat",5112,32767,"Sage Hat","ebwizardry:recipes/medium_flask_sage_hat",""
"Electroblob's Wizardry","ebwizardry:sage_hat",5112,32767,"Sage Hat","ebwizardry:recipes/small_flask_sage_hat",""
"Electroblob's Wizardry","ebwizardry:sage_hat_earth",5132,32767,"§2Earth Sage Hat","ebwizardry:recipes/large_flask_sage_hat_earth",""
"Electroblob's Wizardry","ebwizardry:sage_hat_earth",5132,32767,"§2Earth Sage Hat","ebwizardry:recipes/medium_flask_sage_hat_earth",""
"Electroblob's Wizardry","ebwizardry:sage_hat_earth",5132,32767,"§2Earth Sage Hat","ebwizardry:recipes/small_flask_sage_hat_earth",""
"Electroblob's Wizardry","ebwizardry:sage_hat_fire",5116,32767,"§4Pyromancer Sage Hat","ebwizardry:recipes/large_flask_sage_hat_fire",""
"Electroblob's Wizardry","ebwizardry:sage_hat_fire",5116,32767,"§4Pyromancer Sage Hat","ebwizardry:recipes/medium_flask_sage_hat_fire",""
"Electroblob's Wizardry","ebwizardry:sage_hat_fire",5116,32767,"§4Pyromancer Sage Hat","ebwizardry:recipes/small_flask_sage_hat_fire",""
"Electroblob's Wizardry","ebwizardry:sage_hat_healing",5140,32767,"§eHealer Sage Hat","ebwizardry:recipes/large_flask_sage_hat_healing",""
"Electroblob's Wizardry","ebwizardry:sage_hat_healing",5140,32767,"§eHealer Sage Hat","ebwizardry:recipes/medium_flask_sage_hat_healing",""
"Electroblob's Wizardry","ebwizardry:sage_hat_healing",5140,32767,"§eHealer Sage Hat","ebwizardry:recipes/small_flask_sage_hat_healing",""
"Electroblob's Wizardry","ebwizardry:sage_hat_ice",5120,32767,"§bIce Sage Hat","ebwizardry:recipes/large_flask_sage_hat_ice",""
"Electroblob's Wizardry","ebwizardry:sage_hat_ice",5120,32767,"§bIce Sage Hat","ebwizardry:recipes/medium_flask_sage_hat_ice",""
"Electroblob's Wizardry","ebwizardry:sage_hat_ice",5120,32767,"§bIce Sage Hat","ebwizardry:recipes/small_flask_sage_hat_ice",""
"Electroblob's Wizardry","ebwizardry:sage_hat_lightning",5124,32767,"§3Storm Sage Hat","ebwizardry:recipes/large_flask_sage_hat_lightning",""
"Electroblob's Wizardry","ebwizardry:sage_hat_lightning",5124,32767,"§3Storm Sage Hat","ebwizardry:recipes/medium_flask_sage_hat_lightning",""
"Electroblob's Wizardry","ebwizardry:sage_hat_lightning",5124,32767,"§3Storm Sage Hat","ebwizardry:recipes/small_flask_sage_hat_lightning",""
"Electroblob's Wizardry","ebwizardry:sage_hat_necromancy",5128,32767,"§5Necromancer Sage Hat","ebwizardry:recipes/large_flask_sage_hat_necromancy",""
"Electroblob's Wizardry","ebwizardry:sage_hat_necromancy",5128,32767,"§5Necromancer Sage Hat","ebwizardry:recipes/medium_flask_sage_hat_necromancy",""
"Electroblob's Wizardry","ebwizardry:sage_hat_necromancy",5128,32767,"§5Necromancer Sage Hat","ebwizardry:recipes/small_flask_sage_hat_necromancy",""
"Electroblob's Wizardry","ebwizardry:sage_hat_sorcery",5136,32767,"§aSorcerer Sage Hat","ebwizardry:recipes/large_flask_sage_hat_sorcery",""
"Electroblob's Wizardry","ebwizardry:sage_hat_sorcery",5136,32767,"§aSorcerer Sage Hat","ebwizardry:recipes/medium_flask_sage_hat_sorcery",""
"Electroblob's Wizardry","ebwizardry:sage_hat_sorcery",5136,32767,"§aSorcerer Sage Hat","ebwizardry:recipes/small_flask_sage_hat_sorcery",""
"Electroblob's Wizardry","ebwizardry:sage_leggings",5114,32767,"Sage Leggings","ebwizardry:recipes/large_flask_sage_leggings",""
"Electroblob's Wizardry","ebwizardry:sage_leggings",5114,32767,"Sage Leggings","ebwizardry:recipes/medium_flask_sage_leggings",""
"Electroblob's Wizardry","ebwizardry:sage_leggings",5114,32767,"Sage Leggings","ebwizardry:recipes/small_flask_sage_leggings",""
"Electroblob's Wizardry","ebwizardry:sage_leggings_earth",5134,32767,"§2Earth Sage Leggings","ebwizardry:recipes/large_flask_sage_leggings_earth",""
"Electroblob's Wizardry","ebwizardry:sage_leggings_earth",5134,32767,"§2Earth Sage Leggings","ebwizardry:recipes/medium_flask_sage_leggings_earth",""
"Electroblob's Wizardry","ebwizardry:sage_leggings_earth",5134,32767,"§2Earth Sage Leggings","ebwizardry:recipes/small_flask_sage_leggings_earth",""
"Electroblob's Wizardry","ebwizardry:sage_leggings_fire",5118,32767,"§4Pyromancer Sage Leggings","ebwizardry:recipes/large_flask_sage_leggings_fire",""
"Electroblob's Wizardry","ebwizardry:sage_leggings_fire",5118,32767,"§4Pyromancer Sage Leggings","ebwizardry:recipes/medium_flask_sage_leggings_fire",""
"Electroblob's Wizardry","ebwizardry:sage_leggings_fire",5118,32767,"§4Pyromancer Sage Leggings","ebwizardry:recipes/small_flask_sage_leggings_fire",""
"Electroblob's Wizardry","ebwizardry:sage_leggings_healing",5142,32767,"§eHealer Sage Leggings","ebwizardry:recipes/large_flask_sage_leggings_healing",""
"Electroblob's Wizardry","ebwizardry:sage_leggings_healing",5142,32767,"§eHealer Sage Leggings","ebwizardry:recipes/medium_flask_sage_leggings_healing",""
"Electroblob's Wizardry","ebwizardry:sage_leggings_healing",5142,32767,"§eHealer Sage Leggings","ebwizardry:recipes/small_flask_sage_leggings_healing",""
"Electroblob's Wizardry","ebwizardry:sage_leggings_ice",5122,32767,"§bIce Sage Leggings","ebwizardry:recipes/large_flask_sage_leggings_ice",""
"Electroblob's Wizardry","ebwizardry:sage_leggings_ice",5122,32767,"§bIce Sage Leggings","ebwizardry:recipes/medium_flask_sage_leggings_ice",""
"Electroblob's Wizardry","ebwizardry:sage_leggings_ice",5122,32767,"§bIce Sage Leggings","ebwizardry:recipes/small_flask_sage_leggings_ice",""
"Electroblob's Wizardry","ebwizardry:sage_leggings_lightning",5126,32767,"§3Storm Sage Leggings","ebwizardry:recipes/large_flask_sage_leggings_lightning",""
"Electroblob's Wizardry","ebwizardry:sage_leggings_lightning",5126,32767,"§3Storm Sage Leggings","ebwizardry:recipes/medium_flask_sage_leggings_lightning",""
"Electroblob's Wizardry","ebwizardry:sage_leggings_lightning",5126,32767,"§3Storm Sage Leggings","ebwizardry:recipes/small_flask_sage_leggings_lightning",""
"Electroblob's Wizardry","ebwizardry:sage_leggings_necromancy",5130,32767,"§5Necromancer Sage Leggings","ebwizardry:recipes/large_flask_sage_leggings_necromancy",""
"Electroblob's Wizardry","ebwizardry:sage_leggings_necromancy",5130,32767,"§5Necromancer Sage Leggings","ebwizardry:recipes/medium_flask_sage_leggings_necromancy",""
"Electroblob's Wizardry","ebwizardry:sage_leggings_necromancy",5130,32767,"§5Necromancer Sage Leggings","ebwizardry:recipes/small_flask_sage_leggings_necromancy",""
"Electroblob's Wizardry","ebwizardry:sage_leggings_sorcery",5138,32767,"§aSorcerer Sage Leggings","ebwizardry:recipes/large_flask_sage_leggings_sorcery",""
"Electroblob's Wizardry","ebwizardry:sage_leggings_sorcery",5138,32767,"§aSorcerer Sage Leggings","ebwizardry:recipes/medium_flask_sage_leggings_sorcery",""
"Electroblob's Wizardry","ebwizardry:sage_leggings_sorcery",5138,32767,"§aSorcerer Sage Leggings","ebwizardry:recipes/small_flask_sage_leggings_sorcery",""
"Electroblob's Wizardry","ebwizardry:sage_robe",5113,32767,"Sage Robes","ebwizardry:recipes/large_flask_sage_robe",""
"Electroblob's Wizardry","ebwizardry:sage_robe",5113,32767,"Sage Robes","ebwizardry:recipes/medium_flask_sage_robe",""
"Electroblob's Wizardry","ebwizardry:sage_robe",5113,32767,"Sage Robes","ebwizardry:recipes/small_flask_sage_robe",""
"Electroblob's Wizardry","ebwizardry:sage_robe_earth",5133,32767,"§2Earth Sage Robes","ebwizardry:recipes/large_flask_sage_robe_earth",""
"Electroblob's Wizardry","ebwizardry:sage_robe_earth",5133,32767,"§2Earth Sage Robes","ebwizardry:recipes/medium_flask_sage_robe_earth",""
"Electroblob's Wizardry","ebwizardry:sage_robe_earth",5133,32767,"§2Earth Sage Robes","ebwizardry:recipes/small_flask_sage_robe_earth",""
"Electroblob's Wizardry","ebwizardry:sage_robe_fire",5117,32767,"§4Pyromancer Sage Robes","ebwizardry:recipes/large_flask_sage_robe_fire",""
"Electroblob's Wizardry","ebwizardry:sage_robe_fire",5117,32767,"§4Pyromancer Sage Robes","ebwizardry:recipes/medium_flask_sage_robe_fire",""
"Electroblob's Wizardry","ebwizardry:sage_robe_fire",5117,32767,"§4Pyromancer Sage Robes","ebwizardry:recipes/small_flask_sage_robe_fire",""
"Electroblob's Wizardry","ebwizardry:sage_robe_healing",5141,32767,"§eHealer Sage Robes","ebwizardry:recipes/large_flask_sage_robe_healing",""
"Electroblob's Wizardry","ebwizardry:sage_robe_healing",5141,32767,"§eHealer Sage Robes","ebwizardry:recipes/medium_flask_sage_robe_healing",""
"Electroblob's Wizardry","ebwizardry:sage_robe_healing",5141,32767,"§eHealer Sage Robes","ebwizardry:recipes/small_flask_sage_robe_healing",""
"Electroblob's Wizardry","ebwizardry:sage_robe_ice",5121,32767,"§bIce Sage Robes","ebwizardry:recipes/large_flask_sage_robe_ice",""
"Electroblob's Wizardry","ebwizardry:sage_robe_ice",5121,32767,"§bIce Sage Robes","ebwizardry:recipes/medium_flask_sage_robe_ice",""
"Electroblob's Wizardry","ebwizardry:sage_robe_ice",5121,32767,"§bIce Sage Robes","ebwizardry:recipes/small_flask_sage_robe_ice",""
"Electroblob's Wizardry","ebwizardry:sage_robe_lightning",5125,32767,"§3Storm Sage Robes","ebwizardry:recipes/large_flask_sage_robe_lightning",""
"Electroblob's Wizardry","ebwizardry:sage_robe_lightning",5125,32767,"§3Storm Sage Robes","ebwizardry:recipes/medium_flask_sage_robe_lightning",""
"Electroblob's Wizardry","ebwizardry:sage_robe_lightning",5125,32767,"§3Storm Sage Robes","ebwizardry:recipes/small_flask_sage_robe_lightning",""
"Electroblob's Wizardry","ebwizardry:sage_robe_necromancy",5129,32767,"§5Necromancer Sage Robes","ebwizardry:recipes/large_flask_sage_robe_necromancy",""
"Electroblob's Wizardry","ebwizardry:sage_robe_necromancy",5129,32767,"§5Necromancer Sage Robes","ebwizardry:recipes/medium_flask_sage_robe_necromancy",""
"Electroblob's Wizardry","ebwizardry:sage_robe_necromancy",5129,32767,"§5Necromancer Sage Robes","ebwizardry:recipes/small_flask_sage_robe_necromancy",""
"Electroblob's Wizardry","ebwizardry:sage_robe_sorcery",5137,32767,"§aSorcerer Sage Robes","ebwizardry:recipes/large_flask_sage_robe_sorcery",""
"Electroblob's Wizardry","ebwizardry:sage_robe_sorcery",5137,32767,"§aSorcerer Sage Robes","ebwizardry:recipes/medium_flask_sage_robe_sorcery",""
"Electroblob's Wizardry","ebwizardry:sage_robe_sorcery",5137,32767,"§aSorcerer Sage Robes","ebwizardry:recipes/small_flask_sage_robe_sorcery",""
"Electroblob's Wizardry","ebwizardry:small_mana_flask",5055,0,"Small Mana Flask","ebwizardry:small_mana_flask",""
"Electroblob's Wizardry","ebwizardry:smoke_bomb",5077,0,"Smoke Bomb","ebwizardry:smoke_bomb",""
"Electroblob's Wizardry","ebwizardry:spark_bomb",5078,0,"Spark Bomb","ebwizardry:spark_bomb",""
"Electroblob's Wizardry","ebwizardry:spell_book",5015,1,"Spell Book","ebwizardry:magic_missile_spell_book",""
"Electroblob's Wizardry","ebwizardry:spruce_bookshelf",4997,0,"Spruce Bookshelf","ebwizardry:spruce_bookshelf",""
"Electroblob's Wizardry","ebwizardry:spruce_lectern",5003,0,"Spruce Lectern","ebwizardry:spruce_lectern",""
"Electroblob's Wizardry","ebwizardry:transportation_stone",4991,0,"Stone of Transportation","ebwizardry:transportation_stone",""
"Electroblob's Wizardry","ebwizardry:warlock_boots",5179,32767,"Warlock Boots","ebwizardry:recipes/large_flask_warlock_boots",""
"Electroblob's Wizardry","ebwizardry:warlock_boots",5179,32767,"Warlock Boots","ebwizardry:recipes/medium_flask_warlock_boots",""
"Electroblob's Wizardry","ebwizardry:warlock_boots",5179,32767,"Warlock Boots","ebwizardry:recipes/small_flask_warlock_boots",""
"Electroblob's Wizardry","ebwizardry:warlock_boots_earth",5199,32767,"§2Earth Warlock Boots","ebwizardry:recipes/large_flask_warlock_boots_earth",""
"Electroblob's Wizardry","ebwizardry:warlock_boots_earth",5199,32767,"§2Earth Warlock Boots","ebwizardry:recipes/medium_flask_warlock_boots_earth",""
"Electroblob's Wizardry","ebwizardry:warlock_boots_earth",5199,32767,"§2Earth Warlock Boots","ebwizardry:recipes/small_flask_warlock_boots_earth",""
"Electroblob's Wizardry","ebwizardry:warlock_boots_fire",5183,32767,"§4Pyromancer Warlock Boots","ebwizardry:recipes/large_flask_warlock_boots_fire",""
"Electroblob's Wizardry","ebwizardry:warlock_boots_fire",5183,32767,"§4Pyromancer Warlock Boots","ebwizardry:recipes/medium_flask_warlock_boots_fire",""
"Electroblob's Wizardry","ebwizardry:warlock_boots_fire",5183,32767,"§4Pyromancer Warlock Boots","ebwizardry:recipes/small_flask_warlock_boots_fire",""
"Electroblob's Wizardry","ebwizardry:warlock_boots_healing",5207,32767,"§eHealer Warlock Boots","ebwizardry:recipes/large_flask_warlock_boots_healing",""
"Electroblob's Wizardry","ebwizardry:warlock_boots_healing",5207,32767,"§eHealer Warlock Boots","ebwizardry:recipes/medium_flask_warlock_boots_healing",""
"Electroblob's Wizardry","ebwizardry:warlock_boots_healing",5207,32767,"§eHealer Warlock Boots","ebwizardry:recipes/small_flask_warlock_boots_healing",""
"Electroblob's Wizardry","ebwizardry:warlock_boots_ice",5187,32767,"§bIce Warlock Boots","ebwizardry:recipes/large_flask_warlock_boots_ice",""
"Electroblob's Wizardry","ebwizardry:warlock_boots_ice",5187,32767,"§bIce Warlock Boots","ebwizardry:recipes/medium_flask_warlock_boots_ice",""
"Electroblob's Wizardry","ebwizardry:warlock_boots_ice",5187,32767,"§bIce Warlock Boots","ebwizardry:recipes/small_flask_warlock_boots_ice",""
"Electroblob's Wizardry","ebwizardry:warlock_boots_lightning",5191,32767,"§3Storm Warlock Boots","ebwizardry:recipes/large_flask_warlock_boots_lightning",""
"Electroblob's Wizardry","ebwizardry:warlock_boots_lightning",5191,32767,"§3Storm Warlock Boots","ebwizardry:recipes/medium_flask_warlock_boots_lightning",""
"Electroblob's Wizardry","ebwizardry:warlock_boots_lightning",5191,32767,"§3Storm Warlock Boots","ebwizardry:recipes/small_flask_warlock_boots_lightning",""
"Electroblob's Wizardry","ebwizardry:warlock_boots_necromancy",5195,32767,"§5Necromancer Warlock Boots","ebwizardry:recipes/large_flask_warlock_boots_necromancy",""
"Electroblob's Wizardry","ebwizardry:warlock_boots_necromancy",5195,32767,"§5Necromancer Warlock Boots","ebwizardry:recipes/medium_flask_warlock_boots_necromancy",""
"Electroblob's Wizardry","ebwizardry:warlock_boots_necromancy",5195,32767,"§5Necromancer Warlock Boots","ebwizardry:recipes/small_flask_warlock_boots_necromancy",""
"Electroblob's Wizardry","ebwizardry:warlock_boots_sorcery",5203,32767,"§aSorcerer Warlock Boots","ebwizardry:recipes/large_flask_warlock_boots_sorcery",""
"Electroblob's Wizardry","ebwizardry:warlock_boots_sorcery",5203,32767,"§aSorcerer Warlock Boots","ebwizardry:recipes/medium_flask_warlock_boots_sorcery",""
"Electroblob's Wizardry","ebwizardry:warlock_boots_sorcery",5203,32767,"§aSorcerer Warlock Boots","ebwizardry:recipes/small_flask_warlock_boots_sorcery",""
"Electroblob's Wizardry","ebwizardry:warlock_hood",5176,32767,"Warlock Hood","ebwizardry:recipes/large_flask_warlock_hood",""
"Electroblob's Wizardry","ebwizardry:warlock_hood",5176,32767,"Warlock Hood","ebwizardry:recipes/medium_flask_warlock_hood",""
"Electroblob's Wizardry","ebwizardry:warlock_hood",5176,32767,"Warlock Hood","ebwizardry:recipes/small_flask_warlock_hood",""
"Electroblob's Wizardry","ebwizardry:warlock_hood_earth",5196,32767,"§2Earth Warlock Hood","ebwizardry:recipes/large_flask_warlock_hood_earth",""
"Electroblob's Wizardry","ebwizardry:warlock_hood_earth",5196,32767,"§2Earth Warlock Hood","ebwizardry:recipes/medium_flask_warlock_hood_earth",""
"Electroblob's Wizardry","ebwizardry:warlock_hood_earth",5196,32767,"§2Earth Warlock Hood","ebwizardry:recipes/small_flask_warlock_hood_earth",""
"Electroblob's Wizardry","ebwizardry:warlock_hood_fire",5180,32767,"§4Pyromancer Warlock Hood","ebwizardry:recipes/large_flask_warlock_hood_fire",""
"Electroblob's Wizardry","ebwizardry:warlock_hood_fire",5180,32767,"§4Pyromancer Warlock Hood","ebwizardry:recipes/medium_flask_warlock_hood_fire",""
"Electroblob's Wizardry","ebwizardry:warlock_hood_fire",5180,32767,"§4Pyromancer Warlock Hood","ebwizardry:recipes/small_flask_warlock_hood_fire",""
"Electroblob's Wizardry","ebwizardry:warlock_hood_healing",5204,32767,"§eHealer Warlock Hood","ebwizardry:recipes/large_flask_warlock_hood_healing",""
"Electroblob's Wizardry","ebwizardry:warlock_hood_healing",5204,32767,"§eHealer Warlock Hood","ebwizardry:recipes/medium_flask_warlock_hood_healing",""
"Electroblob's Wizardry","ebwizardry:warlock_hood_healing",5204,32767,"§eHealer Warlock Hood","ebwizardry:recipes/small_flask_warlock_hood_healing",""
"Electroblob's Wizardry","ebwizardry:warlock_hood_ice",5184,32767,"§bIce Warlock Hood","ebwizardry:recipes/large_flask_warlock_hood_ice",""
"Electroblob's Wizardry","ebwizardry:warlock_hood_ice",5184,32767,"§bIce Warlock Hood","ebwizardry:recipes/medium_flask_warlock_hood_ice",""
"Electroblob's Wizardry","ebwizardry:warlock_hood_ice",5184,32767,"§bIce Warlock Hood","ebwizardry:recipes/small_flask_warlock_hood_ice",""
"Electroblob's Wizardry","ebwizardry:warlock_hood_lightning",5188,32767,"§3Storm Warlock Hood","ebwizardry:recipes/large_flask_warlock_hood_lightning",""
"Electroblob's Wizardry","ebwizardry:warlock_hood_lightning",5188,32767,"§3Storm Warlock Hood","ebwizardry:recipes/medium_flask_warlock_hood_lightning",""
"Electroblob's Wizardry","ebwizardry:warlock_hood_lightning",5188,32767,"§3Storm Warlock Hood","ebwizardry:recipes/small_flask_warlock_hood_lightning",""
"Electroblob's Wizardry","ebwizardry:warlock_hood_necromancy",5192,32767,"§5Necromancer Warlock Hood","ebwizardry:recipes/large_flask_warlock_hood_necromancy",""
"Electroblob's Wizardry","ebwizardry:warlock_hood_necromancy",5192,32767,"§5Necromancer Warlock Hood","ebwizardry:recipes/medium_flask_warlock_hood_necromancy",""
"Electroblob's Wizardry","ebwizardry:warlock_hood_necromancy",5192,32767,"§5Necromancer Warlock Hood","ebwizardry:recipes/small_flask_warlock_hood_necromancy",""
"Electroblob's Wizardry","ebwizardry:warlock_hood_sorcery",5200,32767,"§aSorcerer Warlock Hood","ebwizardry:recipes/large_flask_warlock_hood_sorcery",""
"Electroblob's Wizardry","ebwizardry:warlock_hood_sorcery",5200,32767,"§aSorcerer Warlock Hood","ebwizardry:recipes/medium_flask_warlock_hood_sorcery",""
"Electroblob's Wizardry","ebwizardry:warlock_hood_sorcery",5200,32767,"§aSorcerer Warlock Hood","ebwizardry:recipes/small_flask_warlock_hood_sorcery",""
"Electroblob's Wizardry","ebwizardry:warlock_leggings",5178,32767,"Warlock Leggings","ebwizardry:recipes/large_flask_warlock_leggings",""
"Electroblob's Wizardry","ebwizardry:warlock_leggings",5178,32767,"Warlock Leggings","ebwizardry:recipes/medium_flask_warlock_leggings",""
"Electroblob's Wizardry","ebwizardry:warlock_leggings",5178,32767,"Warlock Leggings","ebwizardry:recipes/small_flask_warlock_leggings",""
"Electroblob's Wizardry","ebwizardry:warlock_leggings_earth",5198,32767,"§2Earth Warlock Leggings","ebwizardry:recipes/large_flask_warlock_leggings_earth",""
"Electroblob's Wizardry","ebwizardry:warlock_leggings_earth",5198,32767,"§2Earth Warlock Leggings","ebwizardry:recipes/medium_flask_warlock_leggings_earth",""
