"Mod name","Registry name","Hardness","Resistance"
"Macaw's Bridges","mcwbridges:jungle_log_bridge_middle",0.50,60.00
"Macaw's Bridges","mcwbridges:jungle_rail_bridge",0.50,60.00
"Macaw's Bridges","mcwbridges:jungle_rail_bridge_end",0.50,60.00
"Macaw's Bridges","mcwbridges:mossy_stone_brick_bridge",0.80,120.00
"Macaw's Bridges","mcwbridges:mossy_stone_brick_bridge_end",0.80,120.00
"Macaw's Bridges","mcwbridges:most1",1.50,150.00
"Macaw's Bridges","mcwbridges:most2",1.50,150.00
"Macaw's Bridges","mcwbridges:oak_log_bridge_end",0.50,60.00
"Macaw's Bridges","mcwbridges:oak_log_bridge_middle",0.50,60.00
"Macaw's Bridges","mcwbridges:oak_rail_bridge",0.50,60.00
"Macaw's Bridges","mcwbridges:oak_rail_bridge_end",0.50,60.00
"Macaw's Bridges","mcwbridges:orange_sandstone_bridge",0.80,120.00
"Macaw's Bridges","mcwbridges:orange_sandstone_bridge_end",0.80,120.00
"Macaw's Bridges","mcwbridges:rope_acacia_bridge",0.50,60.00
"Macaw's Bridges","mcwbridges:rope_acacia_bridge_end",0.50,60.00
"Macaw's Bridges","mcwbridges:rope_birch_bridge",0.50,60.00
"Macaw's Bridges","mcwbridges:rope_birch_bridge_end",0.50,60.00
"Macaw's Bridges","mcwbridges:rope_dark_oak_bridge",0.50,60.00
"Macaw's Bridges","mcwbridges:rope_dark_oak_bridge_end",0.50,60.00
"Macaw's Bridges","mcwbridges:rope_jungle_bridge",0.50,60.00
"Macaw's Bridges","mcwbridges:rope_jungle_bridge_end",0.50,60.00
"Macaw's Bridges","mcwbridges:rope_oak_bridge",0.50,60.00
"Macaw's Bridges","mcwbridges:rope_oak_bridge_end",0.50,60.00
"Macaw's Bridges","mcwbridges:rope_spruce_bridge",0.50,60.00
"Macaw's Bridges","mcwbridges:rope_spruce_bridge_end",0.50,60.00
"Macaw's Bridges","mcwbridges:sandstone_bridge",0.80,120.00
"Macaw's Bridges","mcwbridges:sandstone_bridge_end",0.80,120.00
"Macaw's Bridges","mcwbridges:spruce_log_bridge_end",0.50,60.00
"Macaw's Bridges","mcwbridges:spruce_log_bridge_middle",0.50,60.00
"Macaw's Bridges","mcwbridges:spruce_rail_bridge",0.50,60.00
"Macaw's Bridges","mcwbridges:spruce_rail_bridge_end",0.50,60.00
"Macaw's Bridges","mcwbridges:stone_brick_bridge",0.80,120.00
"Macaw's Bridges","mcwbridges:stone_brick_bridge_end",0.80,120.00
"Macaw's Doors","mcwdoors:acacia_bark_glass_door",2.00,11.40
"Macaw's Doors","mcwdoors:acacia_barn_door",2.00,11.40
"Macaw's Doors","mcwdoors:acacia_barn_glass_door",2.00,11.40
"Macaw's Doors","mcwdoors:acacia_beach_door",2.00,11.40
"Macaw's Doors","mcwdoors:acacia_classic_door",2.00,11.40
"Macaw's Doors","mcwdoors:acacia_cottage_door",2.00,11.40
"Macaw's Doors","mcwdoors:acacia_four_panel_door",2.00,11.40
"Macaw's Doors","mcwdoors:acacia_glass_door",2.00,11.40
"Macaw's Doors","mcwdoors:acacia_japanese2_door",1.50,3.00
"Macaw's Doors","mcwdoors:acacia_japanese_door",1.50,3.00
"Macaw's Doors","mcwdoors:acacia_modern_door",2.00,11.40
"Macaw's Doors","mcwdoors:acacia_paper_door",2.00,11.40
"Macaw's Doors","mcwdoors:acacia_stable_door",3.00,9.00
"Macaw's Doors","mcwdoors:acacia_stable_head_door",3.00,9.00
"Macaw's Doors","mcwdoors:acacia_western_door",3.00,9.00
"Macaw's Doors","mcwdoors:birch_bark_glass_door",2.00,11.40
"Macaw's Doors","mcwdoors:birch_barn_door",2.00,11.40
"Macaw's Doors","mcwdoors:birch_barn_glass_door",2.00,11.40
"Macaw's Doors","mcwdoors:birch_beach_door",2.00,11.40
"Macaw's Doors","mcwdoors:birch_classic_door",2.00,11.40
"Macaw's Doors","mcwdoors:birch_cottage_door",2.00,11.40
"Macaw's Doors","mcwdoors:birch_four_panel_door",2.00,11.40
"Macaw's Doors","mcwdoors:birch_glass_door",2.00,11.40
"Macaw's Doors","mcwdoors:birch_japanese2_door",1.50,3.00
"Macaw's Doors","mcwdoors:birch_japanese_door",1.50,3.00
"Macaw's Doors","mcwdoors:birch_modern_door",2.00,11.40
"Macaw's Doors","mcwdoors:birch_stable_door",3.00,9.00
"Macaw's Doors","mcwdoors:birch_stable_head_door",3.00,9.00
"Macaw's Doors","mcwdoors:birch_tropical_door",2.00,11.40
"Macaw's Doors","mcwdoors:birch_western_door",3.00,9.00
"Macaw's Doors","mcwdoors:dark_oak_bark_glass_door",2.00,11.40
"Macaw's Doors","mcwdoors:dark_oak_barn_door",2.00,11.40
"Macaw's Doors","mcwdoors:dark_oak_barn_glass_door",2.00,11.40
"Macaw's Doors","mcwdoors:dark_oak_beach_door",2.00,11.40
"Macaw's Doors","mcwdoors:dark_oak_classic_door",2.00,11.40
"Macaw's Doors","mcwdoors:dark_oak_cottage_door",2.00,11.40
"Macaw's Doors","mcwdoors:dark_oak_glass_door",2.00,11.40
"Macaw's Doors","mcwdoors:dark_oak_japanese2_door",1.50,3.00
"Macaw's Doors","mcwdoors:dark_oak_japanese_door",1.50,3.00
"Macaw's Doors","mcwdoors:dark_oak_modern_door",2.00,11.40
"Macaw's Doors","mcwdoors:dark_oak_paper_door",2.00,11.40
"Macaw's Doors","mcwdoors:dark_oak_stable_door",3.00,9.00
"Macaw's Doors","mcwdoors:dark_oak_stable_head_door",3.00,9.00
"Macaw's Doors","mcwdoors:dark_oak_tropical_door",2.00,11.40
"Macaw's Doors","mcwdoors:dark_oak_western_door",3.00,9.00
"Macaw's Doors","mcwdoors:jail_door",3.50,18.00
"Macaw's Doors","mcwdoors:jungle_bark_glass_door",2.00,11.40
"Macaw's Doors","mcwdoors:jungle_barn_door",2.00,11.40
"Macaw's Doors","mcwdoors:jungle_barn_glass_door",2.00,11.40
"Macaw's Doors","mcwdoors:jungle_classic_door",2.00,11.40
"Macaw's Doors","mcwdoors:jungle_cottage_door",2.00,11.40
"Macaw's Doors","mcwdoors:jungle_four_panel_door",2.00,11.40
"Macaw's Doors","mcwdoors:jungle_glass_door",2.00,11.40
"Macaw's Doors","mcwdoors:jungle_japanese2_door",1.50,3.00
"Macaw's Doors","mcwdoors:jungle_japanese_door",1.50,3.00
"Macaw's Doors","mcwdoors:jungle_modern_door",2.00,11.40
"Macaw's Doors","mcwdoors:jungle_paper_door",2.00,11.40
"Macaw's Doors","mcwdoors:jungle_stable_door",3.00,9.00
"Macaw's Doors","mcwdoors:jungle_stable_head_door",3.00,9.00
"Macaw's Doors","mcwdoors:jungle_tropical_door",2.00,11.40
"Macaw's Doors","mcwdoors:jungle_western_door",3.00,9.00
"Macaw's Doors","mcwdoors:metal_door",3.50,18.00
"Macaw's Doors","mcwdoors:metal_hospital_door",3.50,18.00
"Macaw's Doors","mcwdoors:metal_reinforced_door",3.50,18.00
"Macaw's Doors","mcwdoors:metal_warning_door",3.50,18.00
"Macaw's Doors","mcwdoors:metal_windowed_door",3.50,18.00
"Macaw's Doors","mcwdoors:oak_bark_glass_door",2.00,11.40
"Macaw's Doors","mcwdoors:oak_barn_door",2.00,11.40
"Macaw's Doors","mcwdoors:oak_barn_glass_door",2.00,11.40
"Macaw's Doors","mcwdoors:oak_beach_door",2.00,11.40
"Macaw's Doors","mcwdoors:oak_cottage_door",2.00,11.40
"Macaw's Doors","mcwdoors:oak_four_panel_door",2.00,11.40
"Macaw's Doors","mcwdoors:oak_glass_door",2.00,11.40
"Macaw's Doors","mcwdoors:oak_japanese2_door",1.50,3.00
"Macaw's Doors","mcwdoors:oak_japanese_door",1.50,3.00
"Macaw's Doors","mcwdoors:oak_modern_door",2.00,11.40
"Macaw's Doors","mcwdoors:oak_paper_door",2.00,11.40
"Macaw's Doors","mcwdoors:oak_stable_door",3.00,9.00
"Macaw's Doors","mcwdoors:oak_stable_head_door",3.00,9.00
"Macaw's Doors","mcwdoors:oak_tropical_door",2.00,11.40
"Macaw's Doors","mcwdoors:oak_western_door",3.00,9.00
"Macaw's Doors","mcwdoors:spruce_bark_glass_door",2.00,11.40
"Macaw's Doors","mcwdoors:spruce_barn_door",2.00,11.40
"Macaw's Doors","mcwdoors:spruce_barn_glass_door",2.00,11.40
"Macaw's Doors","mcwdoors:spruce_beach_door",2.00,11.40
"Macaw's Doors","mcwdoors:spruce_classic_door",2.00,11.40
"Macaw's Doors","mcwdoors:spruce_four_panel_door",2.00,11.40
"Macaw's Doors","mcwdoors:spruce_glass_door",2.00,11.40
"Macaw's Doors","mcwdoors:spruce_japanese2_door",1.50,3.00
"Macaw's Doors","mcwdoors:spruce_japanese_door",1.50,3.00
"Macaw's Doors","mcwdoors:spruce_modern_door",2.00,11.40
"Macaw's Doors","mcwdoors:spruce_paper_door",2.00,11.40
"Macaw's Doors","mcwdoors:spruce_stable_door",3.00,9.00
"Macaw's Doors","mcwdoors:spruce_stable_head_door",3.00,9.00
"Macaw's Doors","mcwdoors:spruce_tropical_door",2.00,11.40
"Macaw's Doors","mcwdoors:spruce_western_door",3.00,9.00
"Macaw's Lights and Lamps","mcwlights:acacia_tiki_torch",0.50,3.00
"Macaw's Lights and Lamps","mcwlights:bell_lantern",0.20,3.00
"Macaw's Lights and Lamps","mcwlights:bell_wall_lantern",0.50,3.00
"Macaw's Lights and Lamps","mcwlights:birch_tiki_torch",0.50,3.00
"Macaw's Lights and Lamps","mcwlights:black_ceiling_light",0.50,3.00
"Macaw's Lights and Lamps","mcwlights:black_lamp",0.50,3.00
"Macaw's Lights and Lamps","mcwlights:black_paper_lamp",0.20,3.00
"Macaw's Lights and Lamps","mcwlights:black_square_wall_lamp",1.00,3.00
"Macaw's Lights and Lamps","mcwlights:black_wall_lamp",1.00,3.00
"Macaw's Lights and Lamps","mcwlights:blue_ceiling_light",0.50,3.00
"Macaw's Lights and Lamps","mcwlights:blue_lamp",0.50,3.00
"Macaw's Lights and Lamps","mcwlights:blue_paper_lamp",0.20,3.00
"Macaw's Lights and Lamps","mcwlights:blue_square_wall_lamp",1.00,3.00
"Macaw's Lights and Lamps","mcwlights:blue_wall_lamp",1.00,3.00
"Macaw's Lights and Lamps","mcwlights:brown_ceiling_light",0.50,3.00
"Macaw's Lights and Lamps","mcwlights:brown_lamp",0.50,3.00
"Macaw's Lights and Lamps","mcwlights:brown_paper_lamp",0.20,3.00
"Macaw's Lights and Lamps","mcwlights:brown_square_wall_lamp",1.00,3.00
"Macaw's Lights and Lamps","mcwlights:brown_wall_lamp",1.00,3.00
"Macaw's Lights and Lamps","mcwlights:chain_lantern",0.20,3.00
"Macaw's Lights and Lamps","mcwlights:chain_wall_lantern",0.50,3.00
"Macaw's Lights and Lamps","mcwlights:classic_street_lamp",0.50,3.00
"Macaw's Lights and Lamps","mcwlights:covered_lantern",0.20,3.00
"Macaw's Lights and Lamps","mcwlights:covered_wall_lantern",0.50,3.00
"Macaw's Lights and Lamps","mcwlights:cross_lantern",0.20,3.00
"Macaw's Lights and Lamps","mcwlights:cross_wall_lantern",0.50,3.00
"Macaw's Lights and Lamps","mcwlights:cyan_ceiling_light",0.50,3.00
"Macaw's Lights and Lamps","mcwlights:cyan_lamp",0.50,3.00
"Macaw's Lights and Lamps","mcwlights:cyan_paper_lamp",0.20,3.00
"Macaw's Lights and Lamps","mcwlights:cyan_square_wall_lamp",1.00,3.00
"Macaw's Lights and Lamps","mcwlights:cyan_wall_lamp",1.00,3.00
"Macaw's Lights and Lamps","mcwlights:dark_oak_tiki_torch",0.50,3.00
"Macaw's Lights and Lamps","mcwlights:double_street_lamp",0.50,3.00
"Macaw's Lights and Lamps","mcwlights:festive_lantern",0.20,3.00
"Macaw's Lights and Lamps","mcwlights:festive_wall_lantern",0.50,3.00
"Macaw's Lights and Lamps","mcwlights:framed_torch",0.10,0.30
"Macaw's Lights and Lamps","mcwlights:garden_light",0.20,3.00
"Macaw's Lights and Lamps","mcwlights:glowstone_slab",0.20,3.00
"Macaw's Lights and Lamps","mcwlights:gray_ceiling_light",0.50,3.00
"Macaw's Lights and Lamps","mcwlights:gray_lamp",0.50,3.00
"Macaw's Lights and Lamps","mcwlights:gray_paper_lamp",0.20,3.00
"Macaw's Lights and Lamps","mcwlights:gray_square_wall_lamp",1.00,3.00
"Macaw's Lights and Lamps","mcwlights:gray_wall_lamp",1.00,3.00
"Macaw's Lights and Lamps","mcwlights:green_ceiling_light",0.50,3.00
"Macaw's Lights and Lamps","mcwlights:green_lamp",0.50,3.00
"Macaw's Lights and Lamps","mcwlights:green_paper_lamp",0.20,3.00
"Macaw's Lights and Lamps","mcwlights:green_square_wall_lamp",1.00,3.00
"Macaw's Lights and Lamps","mcwlights:green_wall_lamp",1.00,3.00
"Macaw's Lights and Lamps","mcwlights:iron_framed_torch",0.10,0.30
"Macaw's Lights and Lamps","mcwlights:jungle_tiki_torch",0.50,3.00
"Macaw's Lights and Lamps","mcwlights:lava_lamp",0.20,3.00
"Macaw's Lights and Lamps","mcwlights:light_blue_ceiling_light",0.50,3.00
"Macaw's Lights and Lamps","mcwlights:light_blue_lamp",0.50,3.00
"Macaw's Lights and Lamps","mcwlights:light_blue_paper_lamp",0.20,3.00
"Macaw's Lights and Lamps","mcwlights:light_blue_square_wall_lamp",1.00,3.00
"Macaw's Lights and Lamps","mcwlights:light_blue_wall_lamp",1.00,3.00
"Macaw's Lights and Lamps","mcwlights:light_gray_ceiling_light",0.50,3.00
"Macaw's Lights and Lamps","mcwlights:light_gray_lamp",0.50,3.00
"Macaw's Lights and Lamps","mcwlights:light_gray_paper_lamp",0.20,3.00
"Macaw's Lights and Lamps","mcwlights:light_gray_square_wall_lamp",1.00,3.00
"Macaw's Lights and Lamps","mcwlights:light_gray_wall_lamp",1.00,3.00
"Macaw's Lights and Lamps","mcwlights:lime_ceiling_light",0.50,3.00
"Macaw's Lights and Lamps","mcwlights:lime_lamp",0.50,3.00
"Macaw's Lights and Lamps","mcwlights:lime_paper_lamp",0.20,3.00
"Macaw's Lights and Lamps","mcwlights:lime_square_wall_lamp",1.00,3.00
"Macaw's Lights and Lamps","mcwlights:lime_wall_lamp",1.00,3.00
"Macaw's Lights and Lamps","mcwlights:magenta_ceiling_light",0.50,3.00
"Macaw's Lights and Lamps","mcwlights:magenta_lamp",0.50,3.00
"Macaw's Lights and Lamps","mcwlights:magenta_paper_lamp",0.20,3.00
"Macaw's Lights and Lamps","mcwlights:magenta_square_wall_lamp",1.00,3.00
"Macaw's Lights and Lamps","mcwlights:magenta_wall_lamp",1.00,3.00
"Macaw's Lights and Lamps","mcwlights:oak_tiki_torch",0.50,3.00
"Macaw's Lights and Lamps","mcwlights:orange_ceiling_light",0.50,3.00
"Macaw's Lights and Lamps","mcwlights:orange_lamp",0.50,3.00
"Macaw's Lights and Lamps","mcwlights:orange_paper_lamp",0.20,3.00
"Macaw's Lights and Lamps","mcwlights:orange_square_wall_lamp",1.00,3.00
"Macaw's Lights and Lamps","mcwlights:orange_wall_lamp",1.00,3.00
"Macaw's Lights and Lamps","mcwlights:pink_ceiling_light",0.50,3.00
"Macaw's Lights and Lamps","mcwlights:pink_lamp",0.50,3.00
"Macaw's Lights and Lamps","mcwlights:pink_paper_lamp",0.20,3.00
"Macaw's Lights and Lamps","mcwlights:pink_square_wall_lamp",1.00,3.00
"Macaw's Lights and Lamps","mcwlights:pink_wall_lamp",1.00,3.00
"Macaw's Lights and Lamps","mcwlights:purple_ceiling_light",0.50,3.00
"Macaw's Lights and Lamps","mcwlights:purple_lamp",0.50,3.00
"Macaw's Lights and Lamps","mcwlights:purple_paper_lamp",0.20,3.00
"Macaw's Lights and Lamps","mcwlights:purple_square_wall_lamp",1.00,3.00
"Macaw's Lights and Lamps","mcwlights:purple_wall_lamp",1.00,3.00
"Macaw's Lights and Lamps","mcwlights:red_ceiling_light",0.50,3.00
"Macaw's Lights and Lamps","mcwlights:red_lamp",0.50,3.00
"Macaw's Lights and Lamps","mcwlights:red_paper_lamp",0.20,3.00
"Macaw's Lights and Lamps","mcwlights:red_square_wall_lamp",1.00,3.00
"Macaw's Lights and Lamps","mcwlights:red_wall_lamp",1.00,3.00
"Macaw's Lights and Lamps","mcwlights:redstone_lamp_slab",0.20,3.00
"Macaw's Lights and Lamps","mcwlights:reinforced_torch",0.10,0.30
"Macaw's Lights and Lamps","mcwlights:rustic_torch",0.10,0.30
"Macaw's Lights and Lamps","mcwlights:sea_lantern_slab",0.20,3.00
"Macaw's Lights and Lamps","mcwlights:spruce_tiki_torch",0.50,3.00
"Macaw's Lights and Lamps","mcwlights:striped_lantern",0.20,3.00
"Macaw's Lights and Lamps","mcwlights:striped_wall_lantern",0.50,3.00
"Macaw's Lights and Lamps","mcwlights:tavern_lantern",0.20,3.00
"Macaw's Lights and Lamps","mcwlights:tavern_wall_lantern",0.50,3.00
"Macaw's Lights and Lamps","mcwlights:upgraded_torch",0.10,0.30
"Macaw's Lights and Lamps","mcwlights:white_ceiling_light",0.50,3.00
"Macaw's Lights and Lamps","mcwlights:white_lamp",0.50,3.00
"Macaw's Lights and Lamps","mcwlights:white_paper_lamp",0.20,3.00
"Macaw's Lights and Lamps","mcwlights:white_square_wall_lamp",1.00,3.00
"Macaw's Lights and Lamps","mcwlights:white_wall_lamp",1.00,3.00
"Macaw's Lights and Lamps","mcwlights:yellow_ceiling_light",0.50,3.00
"Macaw's Lights and Lamps","mcwlights:yellow_lamp",0.50,3.00
"Macaw's Lights and Lamps","mcwlights:yellow_paper_lamp",0.20,3.00
"Macaw's Lights and Lamps","mcwlights:yellow_square_wall_lamp",1.00,3.00
"Macaw's Lights and Lamps","mcwlights:yellow_wall_lamp",1.00,3.00
"Macaw's Windows","mcwwindows:acacia_plank_window",0.50,6.00
"Macaw's Windows","mcwwindows:acacia_plank_window2",0.50,6.00
"Macaw's Windows","mcwwindows:acacia_plank_window2_2tall",0.50,6.00
"Macaw's Windows","mcwwindows:acacia_planks_win_2tall",0.50,6.00
"Macaw's Windows","mcwwindows:acacia_win_2tall",0.50,6.00
"Macaw's Windows","mcwwindows:acacia_window",0.50,6.00
"Macaw's Windows","mcwwindows:acacia_window2",0.50,6.00
"Macaw's Windows","mcwwindows:acacia_window2_2tall",0.50,6.00
"Macaw's Windows","mcwwindows:birch_plank_window",0.50,6.00
"Macaw's Windows","mcwwindows:birch_plank_window2",0.50,6.00
"Macaw's Windows","mcwwindows:birch_plank_window2_2tall",0.50,6.00
"Macaw's Windows","mcwwindows:birch_planks_win_2tall",0.50,6.00
"Macaw's Windows","mcwwindows:birch_win_2tall",0.50,6.00
"Macaw's Windows","mcwwindows:birch_window",0.50,6.00
"Macaw's Windows","mcwwindows:birch_window2",0.50,6.00
"Macaw's Windows","mcwwindows:birch_window2_2tall",0.50,6.00
"Macaw's Windows","mcwwindows:dark_oak_plank_window",0.50,6.00
"Macaw's Windows","mcwwindows:dark_oak_plank_window2",0.50,6.00
"Macaw's Windows","mcwwindows:dark_oak_plank_window2_2tall",0.50,6.00
"Macaw's Windows","mcwwindows:dark_oak_planks_win_2tall",0.50,6.00
"Macaw's Windows","mcwwindows:dark_oak_win_2tall",0.50,6.00
"Macaw's Windows","mcwwindows:dark_oak_window",0.50,6.00
"Macaw's Windows","mcwwindows:dark_oak_window2",0.50,6.00
"Macaw's Windows","mcwwindows:dark_oak_window2_2tall",0.50,6.00
"Macaw's Windows","mcwwindows:jungle_plank_window",0.50,6.00
"Macaw's Windows","mcwwindows:jungle_plank_window2",0.50,6.00
"Macaw's Windows","mcwwindows:jungle_plank_window2_2tall",0.50,6.00
"Macaw's Windows","mcwwindows:jungle_planks_win_2tall",0.50,6.00
"Macaw's Windows","mcwwindows:jungle_win_2tall",0.50,6.00
"Macaw's Windows","mcwwindows:jungle_window",0.50,6.00
"Macaw's Windows","mcwwindows:jungle_window2",0.50,6.00
"Macaw's Windows","mcwwindows:jungle_window2_2tall",0.50,6.00
"Macaw's Windows","mcwwindows:oak_plank_window",0.50,6.00
"Macaw's Windows","mcwwindows:oak_plank_window2",0.50,6.00
"Macaw's Windows","mcwwindows:oak_plank_window2_2tall",0.50,6.00
"Macaw's Windows","mcwwindows:oak_planks_win_2tall",0.50,6.00
"Macaw's Windows","mcwwindows:oak_win_2tall",0.50,6.00
"Macaw's Windows","mcwwindows:oak_window",0.50,6.00
"Macaw's Windows","mcwwindows:oak_window2",0.50,6.00
"Macaw's Windows","mcwwindows:oak_window2_2tall",0.50,6.00
"Macaw's Windows","mcwwindows:spruce_plank_window",0.50,6.00
"Macaw's Windows","mcwwindows:spruce_plank_window2",0.50,6.00
"Macaw's Windows","mcwwindows:spruce_plank_window2_2tall",0.50,6.00
"Macaw's Windows","mcwwindows:spruce_planks_win_2tall",0.50,6.00
"Macaw's Windows","mcwwindows:spruce_win_2tall",0.50,6.00
"Macaw's Windows","mcwwindows:spruce_window",0.50,6.00
"Macaw's Windows","mcwwindows:spruce_window2",0.50,6.00
"Macaw's Windows","mcwwindows:spruce_window2_2tall",0.50,6.00
"Minecraft","minecraft:acacia_door",3.00,15.00
"Minecraft","minecraft:acacia_fence",2.00,15.00
"Minecraft","minecraft:acacia_fence_gate",2.00,15.00
"Minecraft","minecraft:acacia_stairs",2.00,15.00
"Minecraft","minecraft:activator_rail",0.70,3.50
"Minecraft","minecraft:air",0.00,0.00
"Minecraft","minecraft:anvil",5.00,6000.00
"Minecraft","minecraft:barrier",-1.00,18000004.00
"Minecraft","minecraft:beacon",3.00,15.00
"Minecraft","minecraft:bed",0.20,1.00
"Minecraft","minecraft:bedrock",-1.00,18000000.00
"Minecraft","minecraft:beetroots",0.00,0.00
"Minecraft","minecraft:birch_door",3.00,15.00
"Minecraft","minecraft:birch_fence",2.00,15.00
"Minecraft","minecraft:birch_fence_gate",2.00,15.00
"Minecraft","minecraft:birch_stairs",2.00,15.00
"Minecraft","minecraft:black_glazed_terracotta",1.40,7.00
"Minecraft","minecraft:black_shulker_box",2.00,6000.00
"Minecraft","minecraft:blue_glazed_terracotta",1.40,7.00
"Minecraft","minecraft:blue_shulker_box",2.00,6000.00
"Minecraft","minecraft:bone_block",2.00,10.00
"Minecraft","minecraft:bookshelf",1.50,7.50
"Minecraft","minecraft:brewing_stand",0.50,2.50
"Minecraft","minecraft:brick_block",2.00,30.00
"Minecraft","minecraft:brick_stairs",2.00,30.00
"Minecraft","minecraft:brown_glazed_terracotta",1.40,7.00
"Minecraft","minecraft:brown_mushroom",0.00,0.00
"Minecraft","minecraft:brown_mushroom_block",0.20,1.00
"Minecraft","minecraft:brown_shulker_box",2.00,6000.00
"Minecraft","minecraft:cactus",0.40,2.00
"Minecraft","minecraft:cake",0.50,2.50
"Minecraft","minecraft:carpet",0.10,0.50
"Minecraft","minecraft:carrots",0.00,0.00
"Minecraft","minecraft:cauldron",2.00,10.00
"Minecraft","minecraft:chain_command_block",-1.00,18000000.00
"Minecraft","minecraft:chest",2.50,12.50
"Minecraft","minecraft:chorus_flower",0.40,2.00
"Minecraft","minecraft:chorus_plant",0.40,2.00
"Minecraft","minecraft:clay",0.60,3.00
"Minecraft","minecraft:coal_block",5.00,30.00
"Minecraft","minecraft:coal_ore",3.00,15.00
"Minecraft","minecraft:cobblestone",2.00,30.00
"Minecraft","minecraft:cobblestone_wall",2.00,30.00
"Minecraft","minecraft:cocoa",0.20,15.00
"Minecraft","minecraft:command_block",-1.00,18000000.00
"Minecraft","minecraft:concrete",1.80,9.00
"Minecraft","minecraft:concrete_powder",0.50,2.50
"Minecraft","minecraft:crafting_table",2.50,12.50
"Minecraft","minecraft:cyan_glazed_terracotta",1.40,7.00
"Minecraft","minecraft:cyan_shulker_box",2.00,6000.00
"Minecraft","minecraft:dark_oak_door",3.00,15.00
"Minecraft","minecraft:dark_oak_fence",2.00,15.00
"Minecraft","minecraft:dark_oak_fence_gate",2.00,15.00
"Minecraft","minecraft:dark_oak_stairs",2.00,15.00
"Minecraft","minecraft:daylight_detector",0.20,1.00
"Minecraft","minecraft:daylight_detector_inverted",0.20,1.00
"Minecraft","minecraft:deadbush",0.00,0.00
"Minecraft","minecraft:detector_rail",0.70,3.50
"Minecraft","minecraft:diamond_block",5.00,30.00
"Minecraft","minecraft:diamond_ore",3.00,15.00
"Minecraft","minecraft:dirt",0.50,2.50
"Minecraft","minecraft:dispenser",3.50,17.50
"Minecraft","minecraft:double_plant",0.00,0.00
"Minecraft","minecraft:double_stone_slab",2.00,30.00
"Minecraft","minecraft:double_stone_slab2",2.00,30.00
"Minecraft","minecraft:double_wooden_slab",2.00,15.00
"Minecraft","minecraft:dragon_egg",3.00,45.00
"Minecraft","minecraft:dropper",3.50,17.50
"Minecraft","minecraft:emerald_block",5.00,30.00
"Minecraft","minecraft:emerald_ore",3.00,15.00
"Minecraft","minecraft:enchanting_table",5.00,6000.00
"Minecraft","minecraft:end_bricks",0.80,4.00
"Minecraft","minecraft:end_gateway",-1.00,18000000.00
"Minecraft","minecraft:end_portal",-1.00,18000000.00
"Minecraft","minecraft:end_portal_frame",-1.00,18000000.00
"Minecraft","minecraft:end_rod",0.00,0.00
"Minecraft","minecraft:end_stone",3.00,45.00
"Minecraft","minecraft:ender_chest",22.50,3000.00
"Minecraft","minecraft:farmland",0.60,3.00
"Minecraft","minecraft:fence",2.00,15.00
"Minecraft","minecraft:fence_gate",2.00,15.00
"Minecraft","minecraft:fire",0.00,0.00
"Minecraft","minecraft:flower_pot",0.00,0.00
"Minecraft","minecraft:flowing_lava",100.00,500.00
"Minecraft","minecraft:flowing_water",100.00,500.00
"Minecraft","minecraft:frosted_ice",0.50,2.50
"Minecraft","minecraft:furnace",3.50,17.50
"Minecraft","minecraft:glass",0.30,1.50
"Minecraft","minecraft:glass_pane",0.30,1.50
"Minecraft","minecraft:glowstone",0.30,1.50
"Minecraft","minecraft:gold_block",3.00,30.00
"Minecraft","minecraft:gold_ore",3.00,15.00
"Minecraft","minecraft:golden_rail",0.70,3.50
"Minecraft","minecraft:grass",0.60,3.00
"Minecraft","minecraft:grass_path",0.65,3.25
"Minecraft","minecraft:gravel",0.60,3.00
"Minecraft","minecraft:gray_glazed_terracotta",1.40,7.00
"Minecraft","minecraft:gray_shulker_box",2.00,6000.00
"Minecraft","minecraft:green_glazed_terracotta",1.40,7.00
"Minecraft","minecraft:green_shulker_box",2.00,6000.00
"Minecraft","minecraft:hardened_clay",1.25,21.00
"Minecraft","minecraft:hay_block",0.50,2.50
"Minecraft","minecraft:heavy_weighted_pressure_plate",0.50,2.50
"Minecraft","minecraft:hopper",3.00,24.00
"Minecraft","minecraft:ice",0.50,2.50
"Minecraft","minecraft:iron_bars",5.00,30.00
"Minecraft","minecraft:iron_block",5.00,30.00
"Minecraft","minecraft:iron_door",5.00,25.00
"Minecraft","minecraft:iron_ore",3.00,15.00
"Minecraft","minecraft:iron_trapdoor",5.00,25.00
"Minecraft","minecraft:jukebox",2.00,30.00
"Minecraft","minecraft:jungle_door",3.00,15.00
"Minecraft","minecraft:jungle_fence",2.00,15.00
"Minecraft","minecraft:jungle_fence_gate",2.00,15.00
"Minecraft","minecraft:jungle_stairs",2.00,15.00
"Minecraft","minecraft:ladder",0.40,2.00
"Minecraft","minecraft:lapis_block",3.00,15.00
"Minecraft","minecraft:lapis_ore",3.00,15.00
"Minecraft","minecraft:lava",100.00,500.00
"Minecraft","minecraft:leaves",0.20,1.00
"Minecraft","minecraft:leaves2",0.20,1.00
"Minecraft","minecraft:lever",0.50,2.50
"Minecraft","minecraft:light_blue_glazed_terracotta",1.40,7.00
"Minecraft","minecraft:light_blue_shulker_box",2.00,6000.00
"Minecraft","minecraft:light_weighted_pressure_plate",0.50,2.50
"Minecraft","minecraft:lime_glazed_terracotta",1.40,7.00
