"ID","Name","Description","Parent"
"farmersdelight:recipes/decorations/pink_hanging_canvas_sign","farmersdelight:recipes/decorations/pink_hanging_canvas_sign","<null>","minecraft:recipes/root"
"farmersdelight:recipes/decorations/purple_canvas_sign","farmersdelight:recipes/decorations/purple_canvas_sign","<null>","minecraft:recipes/root"
"farmersdelight:recipes/decorations/purple_hanging_canvas_sign","farmersdelight:recipes/decorations/purple_hanging_canvas_sign","<null>","minecraft:recipes/root"
"farmersdelight:recipes/decorations/red_canvas_sign","farmersdelight:recipes/decorations/red_canvas_sign","<null>","minecraft:recipes/root"
"farmersdelight:recipes/decorations/red_hanging_canvas_sign","farmersdelight:recipes/decorations/red_hanging_canvas_sign","<null>","minecraft:recipes/root"
"farmersdelight:recipes/decorations/rope","farmersdelight:recipes/decorations/rope","<null>","minecraft:recipes/root"
"farmersdelight:recipes/decorations/rope_from_safety_net","farmersdelight:recipes/decorations/rope_from_safety_net","<null>","minecraft:recipes/root"
"farmersdelight:recipes/decorations/safety_net","farmersdelight:recipes/decorations/safety_net","<null>","minecraft:recipes/root"
"farmersdelight:recipes/decorations/skillet","farmersdelight:recipes/decorations/skillet","<null>","minecraft:recipes/root"
"farmersdelight:recipes/decorations/spruce_cabinet","farmersdelight:recipes/decorations/spruce_cabinet","<null>","minecraft:recipes/root"
"farmersdelight:recipes/decorations/white_canvas_sign","farmersdelight:recipes/decorations/white_canvas_sign","<null>","minecraft:recipes/root"
"farmersdelight:recipes/decorations/white_hanging_canvas_sign","farmersdelight:recipes/decorations/white_hanging_canvas_sign","<null>","minecraft:recipes/root"
"farmersdelight:recipes/decorations/yellow_canvas_sign","farmersdelight:recipes/decorations/yellow_canvas_sign","<null>","minecraft:recipes/root"
"farmersdelight:recipes/decorations/yellow_hanging_canvas_sign","farmersdelight:recipes/decorations/yellow_hanging_canvas_sign","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/apple_pie","farmersdelight:recipes/food/apple_pie","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/apple_pie_from_slices","farmersdelight:recipes/food/apple_pie_from_slices","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/bacon_and_eggs","farmersdelight:recipes/food/bacon_and_eggs","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/bacon_sandwich","farmersdelight:recipes/food/bacon_sandwich","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/barbecue_stick","farmersdelight:recipes/food/barbecue_stick","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/beef_patty","farmersdelight:recipes/food/beef_patty","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/beef_patty_from_campfire_cooking","farmersdelight:recipes/food/beef_patty_from_campfire_cooking","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/beef_patty_from_smoking","farmersdelight:recipes/food/beef_patty_from_smoking","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/beetroot_from_crate","farmersdelight:recipes/food/beetroot_from_crate","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/bread_from_smelting","farmersdelight:recipes/food/bread_from_smelting","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/bread_from_smoking","farmersdelight:recipes/food/bread_from_smoking","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/cabbage","farmersdelight:recipes/food/cabbage","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/cabbage_from_leaves","farmersdelight:recipes/food/cabbage_from_leaves","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/cake_from_milk_bottle","farmersdelight:recipes/food/cake_from_milk_bottle","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/cake_from_slices","farmersdelight:recipes/food/cake_from_slices","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/carrot_from_crate","farmersdelight:recipes/food/carrot_from_crate","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/chicken_sandwich","farmersdelight:recipes/food/chicken_sandwich","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/chocolate_pie","farmersdelight:recipes/food/chocolate_pie","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/chocolate_pie_from_slices","farmersdelight:recipes/food/chocolate_pie_from_slices","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/cod_roll","farmersdelight:recipes/food/cod_roll","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/cooked_bacon","farmersdelight:recipes/food/cooked_bacon","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/cooked_bacon_from_campfire_cooking","farmersdelight:recipes/food/cooked_bacon_from_campfire_cooking","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/cooked_bacon_from_smoking","farmersdelight:recipes/food/cooked_bacon_from_smoking","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/cooked_chicken_cuts","farmersdelight:recipes/food/cooked_chicken_cuts","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/cooked_chicken_cuts_from_campfire_cooking","farmersdelight:recipes/food/cooked_chicken_cuts_from_campfire_cooking","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/cooked_chicken_cuts_from_smoking","farmersdelight:recipes/food/cooked_chicken_cuts_from_smoking","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/cooked_cod_slice","farmersdelight:recipes/food/cooked_cod_slice","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/cooked_cod_slice_from_campfire_cooking","farmersdelight:recipes/food/cooked_cod_slice_from_campfire_cooking","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/cooked_cod_slice_from_smoking","farmersdelight:recipes/food/cooked_cod_slice_from_smoking","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/cooked_mutton_chops","farmersdelight:recipes/food/cooked_mutton_chops","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/cooked_mutton_chops_from_campfire_cooking","farmersdelight:recipes/food/cooked_mutton_chops_from_campfire_cooking","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/cooked_mutton_chops_from_smoking","farmersdelight:recipes/food/cooked_mutton_chops_from_smoking","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/cooked_salmon_slice","farmersdelight:recipes/food/cooked_salmon_slice","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/cooked_salmon_slice_from_campfire_cooking","farmersdelight:recipes/food/cooked_salmon_slice_from_campfire_cooking","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/cooked_salmon_slice_from_smoking","farmersdelight:recipes/food/cooked_salmon_slice_from_smoking","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/egg_sandwich","farmersdelight:recipes/food/egg_sandwich","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/fried_egg","farmersdelight:recipes/food/fried_egg","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/fried_egg_from_campfire_cooking","farmersdelight:recipes/food/fried_egg_from_campfire_cooking","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/fried_egg_from_smoking","farmersdelight:recipes/food/fried_egg_from_smoking","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/hamburger","farmersdelight:recipes/food/hamburger","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/honey_glazed_ham_block","farmersdelight:recipes/food/honey_glazed_ham_block","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/horse_feed","farmersdelight:recipes/food/horse_feed","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/melon_juice","farmersdelight:recipes/food/melon_juice","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/melon_popsicle","farmersdelight:recipes/food/melon_popsicle","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/milk_bottle","farmersdelight:recipes/food/milk_bottle","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/mixed_salad","farmersdelight:recipes/food/mixed_salad","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/mutton_wrap","farmersdelight:recipes/food/mutton_wrap","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/onion","farmersdelight:recipes/food/onion","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/pie_crust","farmersdelight:recipes/food/pie_crust","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/potato_from_crate","farmersdelight:recipes/food/potato_from_crate","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/rice","farmersdelight:recipes/food/rice","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/rice_from_bag","farmersdelight:recipes/food/rice_from_bag","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/rice_panicle","farmersdelight:recipes/food/rice_panicle","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/rice_roll_medley_block","farmersdelight:recipes/food/rice_roll_medley_block","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/roast_chicken_block","farmersdelight:recipes/food/roast_chicken_block","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/roasted_mutton_chops","farmersdelight:recipes/food/roasted_mutton_chops","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/salmon_roll","farmersdelight:recipes/food/salmon_roll","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/shepherds_pie_block","farmersdelight:recipes/food/shepherds_pie_block","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/smoked_ham","farmersdelight:recipes/food/smoked_ham","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/steak_and_potatoes","farmersdelight:recipes/food/steak_and_potatoes","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/stuffed_potato","farmersdelight:recipes/food/stuffed_potato","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/sweet_berry_cheesecake","farmersdelight:recipes/food/sweet_berry_cheesecake","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/sweet_berry_cheesecake_from_slices","farmersdelight:recipes/food/sweet_berry_cheesecake_from_slices","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/tomato","farmersdelight:recipes/food/tomato","<null>","minecraft:recipes/root"
"farmersdelight:recipes/food/wheat_dough_from_egg","farmersdelight:recipes/food/wheat_dough_from_egg","<null>","minecraft:recipes/root"
"farmersdelight:recipes/misc/book_from_canvas","farmersdelight:recipes/misc/book_from_canvas","<null>","minecraft:recipes/root"
"farmersdelight:recipes/misc/canvas","farmersdelight:recipes/misc/canvas","<null>","minecraft:recipes/root"
"farmersdelight:recipes/misc/canvas_from_canvas_rug","farmersdelight:recipes/misc/canvas_from_canvas_rug","<null>","minecraft:recipes/root"
"farmersdelight:recipes/misc/gold_nugget_from_blasting_knife","farmersdelight:recipes/misc/gold_nugget_from_blasting_knife","<null>","minecraft:recipes/root"
"farmersdelight:recipes/misc/gold_nugget_from_smelting_knife","farmersdelight:recipes/misc/gold_nugget_from_smelting_knife","<null>","minecraft:recipes/root"
"farmersdelight:recipes/misc/iron_nugget_from_blasting_knife","farmersdelight:recipes/misc/iron_nugget_from_blasting_knife","<null>","minecraft:recipes/root"
"farmersdelight:recipes/misc/iron_nugget_from_smelting_knife","farmersdelight:recipes/misc/iron_nugget_from_smelting_knife","<null>","minecraft:recipes/root"
"farmersdelight:recipes/misc/milk_bucket_from_bottles","farmersdelight:recipes/misc/milk_bucket_from_bottles","<null>","minecraft:recipes/root"
"farmersdelight:recipes/misc/paper_from_tree_bark","farmersdelight:recipes/misc/paper_from_tree_bark","<null>","minecraft:recipes/root"
"farmersdelight:recipes/misc/pumpkin_seeds_from_slice","farmersdelight:recipes/misc/pumpkin_seeds_from_slice","<null>","minecraft:recipes/root"
"farmersdelight:recipes/misc/straw","farmersdelight:recipes/misc/straw","<null>","minecraft:recipes/root"
"farmersdelight:recipes/misc/tomato_seeds","farmersdelight:recipes/misc/tomato_seeds","<null>","minecraft:recipes/root"
"farmersdelight:recipes/tools/lead_from_straw","farmersdelight:recipes/tools/lead_from_straw","<null>","minecraft:recipes/root"
"iceandfire:iceandfire/bestiary","[Book of Monsters]","Using 3 manuscripts found in dungeons, create a bestiary","iceandfire:iceandfire/root"
"iceandfire:iceandfire/dragon_egg","[Mother of Dragons]","Obtain a dragon egg","iceandfire:iceandfire/kill_if_dragon"
"iceandfire:iceandfire/dragon_flute","[The Song of the Dragons]","Craft a dragon flute to stop runaway dragons","iceandfire:iceandfire/dragon_egg"
"iceandfire:iceandfire/dragon_forge_brick","[Another Brick in the Wall]","Create a dragon forge brick","iceandfire:iceandfire/kill_if_dragon"
"iceandfire:iceandfire/dragon_forge_core","[The Heart and the Flame]","Create a dragon forge core","iceandfire:iceandfire/dragon_forge_brick"
"iceandfire:iceandfire/dragon_horn","[An Ear-Shattering Roar]","Craft a dragon horn to store dragons","iceandfire:iceandfire/dragon_egg"
"iceandfire:iceandfire/dragon_meal","[Dragon Growth Hormone]","Create Dragon Meal to rapidly grow baby dragons","iceandfire:iceandfire/dragon_egg"
"iceandfire:iceandfire/dragon_staff","[Dragon Commander]","Craft a dragon command staff to control your dragons","iceandfire:iceandfire/dragon_egg"
"iceandfire:iceandfire/dragonarmor","[Suit Up]","Obtain dragon armor","iceandfire:iceandfire/dragon_egg"
"iceandfire:iceandfire/dragonbone_flaming_sword","[A Flaming Sword]","Create the legendary fire or ice dragon weapon","iceandfire:iceandfire/dragonbone_tool"
"iceandfire:iceandfire/dragonbone_tool","[Splintering II]","Craft a tool made of dragon bone","iceandfire:iceandfire/kill_if_dragon"
"iceandfire:iceandfire/dragonsteel","[Forged in Flame]","Create a dragonsteel ingot from dragon blood and iron","iceandfire:iceandfire/dragon_forge_core"
"iceandfire:iceandfire/dragonsteel_weapon","[Draconic Evolution]","Create a weapon from dragonsteel","iceandfire:iceandfire/dragonsteel"
"iceandfire:iceandfire/gorgon_head","[Clash of the Titans]","Obtain the gorgons head, a weapon that turns any who look at it to stone","iceandfire:iceandfire/bestiary"
"iceandfire:iceandfire/jar_pixie","[Surfer Rosa]","Trap a pixie in a jar to farm the dust","iceandfire:iceandfire/tame_pixie"
"iceandfire:iceandfire/kill_cyclops","[My Name is Nobody]","Defeat a cyclops","iceandfire:iceandfire/bestiary"
"iceandfire:iceandfire/kill_deathworm","[The Desert Swimmers]","Kill a death worm. Pro tip: they love to eat TNT!","iceandfire:iceandfire/bestiary"
"iceandfire:iceandfire/kill_hydra","[The Twelve Labors of Hercules]","Slay a hydra.","iceandfire:iceandfire/bestiary"
"iceandfire:iceandfire/kill_if_dragon","[Dragonslayer]","Kill an ice dragon or a fire dragon","iceandfire:iceandfire/bestiary"
"iceandfire:iceandfire/kill_myrmex","[The Only Good Bug...]","Obtain myrmex chitin from a slain myrmex","iceandfire:iceandfire/bestiary"
"iceandfire:iceandfire/kill_sea_serpent","[Sea of Monsters]","Slay a sea serpent.","iceandfire:iceandfire/bestiary"
"iceandfire:iceandfire/kill_siren","[Tie me to the Mast]","Resist her song and kill a siren","iceandfire:iceandfire/bestiary"
"iceandfire:iceandfire/kill_stymphalian_bird","[Herc was on a Roll!]","Kill a stymphalian bird","iceandfire:iceandfire/bestiary"
"iceandfire:iceandfire/kill_troll","[They Have a Cave Troll!]","Kill a troll","iceandfire:iceandfire/bestiary"
"iceandfire:iceandfire/lectern","[Would you Like to Know More?]","Craft a lectern to learn more about the world of Ice and Fire","iceandfire:iceandfire/bestiary"
"iceandfire:iceandfire/myrmex_resin","[Its Like Printing my Own Money!]","Obtain myrmex resin, the currency of the myrmex","iceandfire:iceandfire/kill_myrmex"
"iceandfire:iceandfire/pixie_wand","[Where Is My Mind?]","Create the legendary pixie weapon","iceandfire:iceandfire/tame_pixie"
"iceandfire:iceandfire/root","[Ice and Fire]","Enter a world of magical creatures","-"
"iceandfire:iceandfire/rotten_egg","[Rotten to the Core]","Obtain a rotten egg","iceandfire:iceandfire/bestiary"
"iceandfire:iceandfire/stymphalian_arrow","[Flying Forwards]","Craft an arrow from stymhalian bird feathers that flies further","iceandfire:iceandfire/kill_stymphalian_bird"
"iceandfire:iceandfire/tame_amphithere","[Jungle Fliers]","Tame a amphithere by shooting it down and riding it","iceandfire:iceandfire/bestiary"
"iceandfire:iceandfire/tame_cockatrice","[Stay Out of my Peripheral!]","Tame a cockatrice from an egg or by staring at it repeatedly","iceandfire:iceandfire/rotten_egg"
"iceandfire:iceandfire/tame_deathworm","[Paul Atreides]","Obtain a death worm egg","iceandfire:iceandfire/kill_deathworm"
"iceandfire:iceandfire/tame_hippocampus","[Free Willy]","Tame a hippocampus by feeding it sponges","iceandfire:iceandfire/bestiary"
"iceandfire:iceandfire/tame_hippogryph","[Buck Beak]","Tame a hippogryph by dropping rabbit feet near it","iceandfire:iceandfire/bestiary"
"iceandfire:iceandfire/tame_pixie","[Here Comes Your Man]","Befriend a pixie by dropping cake near it","iceandfire:iceandfire/bestiary"
"iceandfire:iceandfire/use_tide_trident","[Poseidon, God of the Seas]","Throw a tide trident at a mob","iceandfire:iceandfire/kill_sea_serpent"
"iron_barrels:greatest_barrel","[You Can Store Everything Now!]","Acquire a Netherite Barrel","minecraft:adventure/root"
"iron_barrels:indestructable_barrel","[Indestructable Barrel!]","Acquire an Obsidian Barrel","minecraft:adventure/root"
"lost_aether:ascended","[Ascended]","Defeat the platinum dungeon boss","aether_legacy:extinquished"
"lost_aether:recipes/gale_slab","lost_aether:recipes/gale_slab","<null>","minecraft:recipes/root"
"lost_aether:recipes/gale_stairs","lost_aether:recipes/gale_stairs","<null>","minecraft:recipes/root"
"lost_aether:recipes/gale_wall","lost_aether:recipes/gale_wall","<null>","minecraft:recipes/root"
"lost_aether:recipes/gravitite_shield","lost_aether:recipes/gravitite_shield","<null>","minecraft:recipes/root"
"lost_aether:recipes/zanite_shield","lost_aether:recipes/zanite_shield","<null>","minecraft:recipes/root"
"mcwlights:recipes/garden_light","mcwlights:recipes/garden_light","<null>","minecraft:recipes/root"
"mcwlights:recipes/glowstone_slab","mcwlights:recipes/glowstone_slab","<null>","minecraft:recipes/root"
"mcwlights:recipes/lamps_ceilings","mcwlights:recipes/lamps_ceilings","<null>","minecraft:recipes/root"
"mcwlights:recipes/lantern","mcwlights:recipes/lantern","<null>","minecraft:recipes/root"
"mcwlights:recipes/lava_lamp","mcwlights:recipes/lava_lamp","<null>","minecraft:recipes/root"
"mcwlights:recipes/paper_lamp","mcwlights:recipes/paper_lamp","<null>","minecraft:recipes/root"
"mcwlights:recipes/redstone_slab","mcwlights:recipes/redstone_slab","<null>","minecraft:recipes/root"
"mcwlights:recipes/sea_lantern_slab","mcwlights:recipes/sea_lantern_slab","<null>","minecraft:recipes/root"
"mcwlights:recipes/tiki_torches","mcwlights:recipes/tiki_torches","<null>","minecraft:recipes/root"
"mcwlights:recipes/torches","mcwlights:recipes/torches","<null>","minecraft:recipes/root"
"minecraft:adventure/adventuring_time","[Adventuring Time]","Discover every Vanilla biome","minecraft:adventure/sleep_in_bed"
"minecraft:adventure/kill_a_mob","[Monster Hunter]","Kill any hostile monster","minecraft:adventure/root"
"minecraft:adventure/kill_all_mobs","[Monsters Hunted]","Kill one of every hostile monster","minecraft:adventure/kill_a_mob"
"minecraft:adventure/root","[Adventure]","Adventure, exploration and combat","-"
"minecraft:adventure/shoot_arrow","[Take Aim]","Shoot something with a bow and arrow","minecraft:adventure/kill_a_mob"
"minecraft:adventure/sleep_in_bed","[Sweet dreams]","Change your respawn point","minecraft:adventure/root"
"minecraft:adventure/sniper_duel","[Sniper duel]","Kill a skeleton with an arrow from more than 50 meters","minecraft:adventure/shoot_arrow"
"minecraft:adventure/summon_iron_golem","[Hired Help]","Summon an Iron Golem to help defend a village","minecraft:adventure/trade"
"minecraft:adventure/totem_of_undying","[Postmortal]","Use a Totem of Undying to cheat death","minecraft:adventure/kill_a_mob"
"minecraft:adventure/trade","[What a Deal!]","Successfully trade with a Villager","minecraft:adventure/root"
"minecraft:end/dragon_breath","[You Need a Mint]","Collect dragon's breath in a glass bottle","minecraft:end/kill_dragon"
"minecraft:end/dragon_egg","[The Next Generation]","Hold the Dragon Egg","minecraft:end/kill_dragon"
"minecraft:end/elytra","[Sky's the Limit]","Find an Elytra","minecraft:end/find_end_city"
"minecraft:end/enter_end_gateway","[Remote Getaway]","Escape the island","minecraft:end/kill_dragon"
"minecraft:end/find_end_city","[The City at the End of the Game]","Go on in, what could happen?","minecraft:end/enter_end_gateway"
"minecraft:end/kill_dragon","[Free the End]","Good luck","minecraft:end/root"
"minecraft:end/levitate","[Great View From Up Here]","Levitate up 50 blocks from the attacks of a Shulker","minecraft:end/find_end_city"
"minecraft:end/respawn_dragon","[The End... Again...]","Respawn the ender dragon","minecraft:end/kill_dragon"
"minecraft:end/root","[The End]","Or the beginning?","-"
"minecraft:husbandry/balanced_diet","[A Balanced Diet]","Eat everything that is edible, even if it's not good for you","minecraft:husbandry/plant_seed"
"minecraft:husbandry/break_diamond_hoe","[Serious Dedication]","Completely use up a diamond hoe, and then reevaluate your life choices","minecraft:husbandry/plant_seed"
"minecraft:husbandry/bred_all_animals","[Two by Two]","Breed all the animals!","minecraft:husbandry/breed_an_animal"
"minecraft:husbandry/breed_an_animal","[The Parrots and the Bats]","Breed two animals together","minecraft:husbandry/root"
"minecraft:husbandry/plant_seed","[A Seedy Place]","Plant a seed and watch it grow","minecraft:husbandry/root"
"minecraft:husbandry/root","[Husbandry]","The world is full of friends and food","-"
"minecraft:husbandry/tame_an_animal","[Best Friends Forever]","Tame an animal","minecraft:husbandry/root"
"minecraft:nether/all_effects","[How Did We Get Here?]","Have every effect applied at the same time","minecraft:nether/all_potions"
"minecraft:nether/all_potions","[A Furious Cocktail]","Have every potion effect applied at the same time","minecraft:nether/brew_potion"
"minecraft:nether/brew_potion","[Local Brewery]","Brew a potion","minecraft:nether/obtain_blaze_rod"
"minecraft:nether/create_beacon","[Bring Home the Beacon]","Construct and place a Beacon","minecraft:nether/summon_wither"
"minecraft:nether/create_full_beacon","[Beaconator]","Bring a beacon to full power","minecraft:nether/create_beacon"
"minecraft:nether/fast_travel","[Subspace Bubble]","Use the Nether to travel 7km in the Overworld","minecraft:nether/root"
"minecraft:nether/find_fortress","[A Terrible Fortress]","Break your way into a Nether Fortress","minecraft:nether/root"
"minecraft:nether/get_wither_skull","[Spooky Scary Skeleton]","Obtain a wither skeleton's skull","minecraft:nether/find_fortress"
"minecraft:nether/obtain_blaze_rod","[Into Fire]","Relieve a Blaze of its rod","minecraft:nether/find_fortress"
"minecraft:nether/return_to_sender","[Return to Sender]","Destroy a Ghast with a fireball","minecraft:nether/root"
"minecraft:nether/root","[Nether]","Bring summer clothes","-"
"minecraft:nether/summon_wither","[Withering Heights]","Summon the Wither","minecraft:nether/get_wither_skull"
"minecraft:nether/uneasy_alliance","[Uneasy Alliance]","Rescue a Ghast from the Nether, bring it safely home to the Overworld... and then kill it.","minecraft:nether/return_to_sender"
"minecraft:recipes/brewing/blaze_powder","minecraft:recipes/brewing/blaze_powder","<null>","minecraft:recipes/root"
"minecraft:recipes/brewing/brewing_stand","minecraft:recipes/brewing/brewing_stand","<null>","minecraft:recipes/root"
"minecraft:recipes/brewing/cauldron","minecraft:recipes/brewing/cauldron","<null>","minecraft:recipes/root"
"minecraft:recipes/brewing/fermented_spider_eye","minecraft:recipes/brewing/fermented_spider_eye","<null>","minecraft:recipes/root"
"minecraft:recipes/brewing/glass_bottle","minecraft:recipes/brewing/glass_bottle","<null>","minecraft:recipes/root"
"minecraft:recipes/brewing/golden_carrot","minecraft:recipes/brewing/golden_carrot","<null>","minecraft:recipes/root"
"minecraft:recipes/brewing/magma_cream","minecraft:recipes/brewing/magma_cream","<null>","minecraft:recipes/root"
"minecraft:recipes/brewing/speckled_melon","minecraft:recipes/brewing/speckled_melon","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/acacia_planks","minecraft:recipes/building_blocks/acacia_planks","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/acacia_stairs","minecraft:recipes/building_blocks/acacia_stairs","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/acacia_wooden_slab","minecraft:recipes/building_blocks/acacia_wooden_slab","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/andesite","minecraft:recipes/building_blocks/andesite","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/birch_planks","minecraft:recipes/building_blocks/birch_planks","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/birch_stairs","minecraft:recipes/building_blocks/birch_stairs","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/birch_wooden_slab","minecraft:recipes/building_blocks/birch_wooden_slab","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/black_concrete_powder","minecraft:recipes/building_blocks/black_concrete_powder","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/black_stained_glass","minecraft:recipes/building_blocks/black_stained_glass","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/black_stained_hardened_clay","minecraft:recipes/building_blocks/black_stained_hardened_clay","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/black_wool","minecraft:recipes/building_blocks/black_wool","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/blue_concrete_powder","minecraft:recipes/building_blocks/blue_concrete_powder","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/blue_stained_glass","minecraft:recipes/building_blocks/blue_stained_glass","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/blue_stained_hardened_clay","minecraft:recipes/building_blocks/blue_stained_hardened_clay","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/blue_wool","minecraft:recipes/building_blocks/blue_wool","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/bone_block","minecraft:recipes/building_blocks/bone_block","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/bookshelf","minecraft:recipes/building_blocks/bookshelf","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/brick_block","minecraft:recipes/building_blocks/brick_block","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/brick_slab","minecraft:recipes/building_blocks/brick_slab","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/brick_stairs","minecraft:recipes/building_blocks/brick_stairs","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/brown_concrete_powder","minecraft:recipes/building_blocks/brown_concrete_powder","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/brown_stained_glass","minecraft:recipes/building_blocks/brown_stained_glass","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/brown_stained_hardened_clay","minecraft:recipes/building_blocks/brown_stained_hardened_clay","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/brown_wool","minecraft:recipes/building_blocks/brown_wool","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/chiseled_quartz_block","minecraft:recipes/building_blocks/chiseled_quartz_block","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/chiseled_red_sandstone","minecraft:recipes/building_blocks/chiseled_red_sandstone","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/chiseled_sandstone","minecraft:recipes/building_blocks/chiseled_sandstone","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/chiseled_stonebrick","minecraft:recipes/building_blocks/chiseled_stonebrick","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/clay","minecraft:recipes/building_blocks/clay","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/coal_block","minecraft:recipes/building_blocks/coal_block","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/coarse_dirt","minecraft:recipes/building_blocks/coarse_dirt","<null>","minecraft:recipes/root"
"minecraft:recipes/building_blocks/cobblestone_slab","minecraft:recipes/building_blocks/cobblestone_slab","<null>","minecraft:recipes/root"
